year,country,ID,lnREN,Gen-1,lnGDP,lnENG-CST,lnTech-1,,,
1991,Slovenia,32,3.341805806,0.787,4.27281686,3.395748862,0.74678273,,,
1992,Slovenia,32,3.385086315,0.858,4.249705024,3.593035497,2.17702187,,,
1993,Slovenia,32,3.273156282,0.875,4.263016728,3.311188527,1.266947603,,,
1994,Slovenia,32,3.289499853,0.872,4.2859453,3.076272894,2.247072383,,,
1995,Slovenia,32,3.190535589,0.87,4.303719704,3.13156254,1.695615609,,,
1996,Slovenia,32,3.213753879,0.846,4.316612291,3.102175253,2.279316466,,,
1997,Slovenia,32,3.084429083,0.853,4.33895087,3.07486111,0.09531018,,,
1998,Slovenia,32,3.161021529,0.853,4.353893352,3.16314983,1.521698998,,,
1999,Slovenia,32,3.150598736,0.853,4.375809878,3.113764208,1.726331664,,,
2000,Slovenia,32,3.624668592,0.871,4.390442804,2.916822881,1.682688374,,,
2001,Slovenia,32,3.649714624,0.868,4.403807639,2.839303322,1.731655545,,,
2002,Slovenia,32,3.486571929,0.867,4.41796931,2.712539601,1.814824742,,,
2003,Slovenia,32,3.506341931,0.877,4.430409359,2.626988146,1.515127233,,,
2004,Slovenia,32,3.579458967,0.871,4.44888989,2.610721692,1.327075001,,,
2005,Slovenia,32,3.598235335,0.87,4.464185852,2.57530842,2.068127782,,,
2006,Slovenia,32,3.53449015,0.871,4.486847853,2.585883067,1.495148766,,,
2007,Slovenia,32,3.568021556,0.872,4.513802837,2.635864781,0.717839793,,,
2008,Slovenia,32,3.614471854,0.875,4.528091914,2.659243425,1.393766376,,,
2009,Slovenia,32,3.740840024,0.897,4.489795413,2.805530287,1.686398954,,,
2010,Slovenia,32,3.753660712,0.902,4.494122021,2.784567407,1.814824742,,,
2011,Slovenia,32,3.679650727,0.93,4.497161671,2.76840283,2.170195905,,,
2012,Slovenia,32,3.744703519,0.936,4.484748711,2.763169768,2.219203484,,,
2013,Slovenia,32,3.86105737,0.939,4.479653468,2.801492869,2.312535424,,,
2014,Slovenia,32,3.918311127,0.947,4.490983132,2.74859028,2.313525033,,,
2015,Slovenia,32,3.800933195,0.943,4.500170722,2.713822354,2.397895273,,,
2016,Slovenia,32,3.813610697,0.941,4.513571153,2.705493134,2.516082267,,,
2017,Slovenia,32,3.721295428,0.942,4.533592357,2.660734241,2.188295947,,,
2018,Slovenia,32,3.779440197,0.937,4.551702206,2.682235219,2.187174241,,,
2019,Slovenia,32,3.785011242,0.94,4.562415283,2.705788386,2.217027205,,,
2020,Slovenia,32,3.86505395,0.919,4.540987802,2.72893481,1.106216636,,,
2021,Slovenia,32,3.862772146,0.924,4.573838862,2.732891188,1.105918864,,,
2022,Slovenia,32,3.648696438,0.947,4.537334574,2.696725546,1.063295944,,,
1990,Spain,33,2.932969638,0.896,4.410351332,3.034762071,1.719188776,,,
1991,Spain,33,2.880990603,0.896,4.42036805,3.043879383,1.587192303,,,
1992,Spain,33,2.680827909,0.896,4.422090097,3.018416418,1.72455072,,,
1993,Spain,33,2.81319475,0.904,4.415284258,3.012254647,1.86872051,,,
1994,Spain,33,2.821318271,0.904,4.42340727,3.00378414,1.549687908,,,
1995,Spain,33,2.69744879,0.904,4.433341086,2.960332259,1.749199855,,,
1996,Spain,33,2.950186706,0.92,4.442940473,2.918675668,1.880990603,,,
1997,Spain,33,2.840549633,0.92,4.456928884,2.871209608,1.713797928,,,
1998,Spain,33,2.811562097,0.92,4.473824785,2.815315113,1.874874376,,,
1999,Spain,33,2.646733697,0.92,4.491224659,2.731474754,1.850028377,,,
2000,Spain,33,2.72455072,0.938,4.511447378,2.624246739,1.778336449,,,
2001,Spain,33,2.87946505,0.938,4.525940086,2.580185434,1.937301775,,,
2002,Spain,33,2.680827909,0.938,4.530693028,2.587985763,1.568615918,,,
2003,Spain,33,2.935859813,0.938,4.535427427,2.54055247,1.915450942,,,
2004,Spain,33,2.850028377,0.943,4.542011701,2.521987533,1.921324674,,,
2005,Spain,33,2.780024213,0.943,4.549523858,2.63039516,2.225704049,,,
2006,Spain,33,2.86872051,0.944,4.560098845,2.707400637,2.405141681,,,
2007,Spain,33,2.943048917,0.944,4.566990821,2.660146758,2.525728644,,,
2008,Spain,33,3.029463172,0.945,4.563711699,2.805288115,2.465553921,,,
2009,Spain,33,3.288486169,0.945,4.543437985,2.951874474,2.681021529,,,
2010,Spain,33,3.46894663,0.948,4.542323022,3.011599093,2.546315278,,,
2011,Spain,33,3.46894663,0.947,4.537153927,3.081318509,2.706048198,,,
2012,Spain,33,3.555675721,0.947,4.523829547,3.152073345,2.791778417,,,
2013,Spain,33,3.719319793,0.948,4.519302849,3.109292778,2.697326238,,,
2014,Spain,33,3.743417345,0.949,4.526611918,3.20836415,2.565718293,,,
2015,Spain,33,3.63977136,0.944,4.54339101,3.210665742,2.611539301,,,
2016,Spain,33,3.657458415,0.947,4.556015892,3.155978825,2.501435952,,,
2017,Spain,33,3.545531272,0.94,4.567975715,3.165636118,2.621038824,,,
2018,Spain,33,3.637627737,0.942,4.575960456,3.178441241,2.45530618,,,
2019,Spain,33,3.670002133,0.946,4.581006811,3.086815443,2.392425797,,,
2020,Spain,33,3.810606789,0.946,4.526504045,3.122609661,2.225995583,,,
2021,Spain,33,3.813610697,0.947,4.550103185,3.107603102,2.237107464,,,
2022,Spain,33,3.700327121,0.955,4.55437503,3.117174998,2.235205206,,,
1990,Sweden,34,4.195811885,0.949,4.517621799,1.906459882,1.981001469,,,
1991,Sweden,34,4.117064559,0.947,4.509655807,1.934335642,2.074429,,,
1992,Sweden,34,4.26308408,0.947,4.502047561,1.942675323,2.16791019,,,
1993,Sweden,34,4.296207168,0.948,4.490460369,1.868847305,2.285438934,,,
1994,Sweden,34,4.137665769,0.949,4.504114445,1.869207943,2.18492705,,,
1995,Sweden,34,4.238678452,0.948,4.518598027,1.860819827,2.149433913,,,
1996,Sweden,34,4.136797714,0.949,4.524712931,1.940345146,2.048982334,,,
1997,Sweden,34,4.292126287,0.949,4.537598871,1.913063356,1.975468951,,,
1998,Sweden,34,4.309082093,0.949,4.555691163,2.031336361,2.005525859,,,
1999,Sweden,34,4.27978276,0.949,4.573416915,1.914884196,1.86872051,,,
2000,Sweden,34,4.431079756,0.951,4.592941486,1.944913008,1.715598108,,,
2001,Sweden,34,4.334345075,0.951,4.598025387,1.880944742,1.750937475,,,
2002,Sweden,34,4.228430038,0.951,4.606049928,1.903123106,1.954445052,,,
2003,Sweden,34,4.192942443,0.951,4.614351159,2.286101487,2.0255132,,,
2004,Sweden,34,4.214466116,0.951,4.63108086,2.215043628,2.122261539,,,
2005,Sweden,34,4.342154841,0.953,4.641585744,2.169104744,2.00148,,,
2006,Sweden,34,4.339321978,0.953,4.658934841,2.24212446,2.07819076,,,
2007,Sweden,34,4.398527153,0.953,4.670399592,2.340175154,2.073171929,,,
2008,Sweden,34,4.432696049,0.953,4.665055017,2.436221569,2.129421474,,,
2009,Sweden,34,4.533394551,0.953,4.642086846,2.494015424,2.372111156,,,
2010,Sweden,34,4.491038086,0.954,4.66349362,2.562401259,2.479894108,,,
2011,Sweden,34,4.483391619,0.953,4.673874181,2.525624676,2.471483629,,,
2012,Sweden,34,4.594294012,0.954,4.668098871,2.44523604,2.473171394,,,
2013,Sweden,34,4.530469717,0.958,4.669547358,2.446238173,2.60194867,,,
2014,Sweden,34,4.565298392,0.958,4.676630152,2.403197211,2.672077541,,,
2015,Sweden,34,4.749739342,0.944,4.691109353,2.360464895,2.61958322,,,
2016,Sweden,34,4.632838063,0.945,4.69455308,2.394814254,2.637627737,,,
2017,Sweden,34,4.675034047,0.927,4.699712967,2.39609873,2.63905733,,,
2018,Sweden,34,4.604138226,0.924,4.703055161,2.480600917,2.525728644,,,
2019,Sweden,34,4.695110004,0.931,4.707193965,2.511842265,2.502255288,,,
2020,Sweden,34,4.867653058,0.931,4.694526405,2.262364664,2.23686187,,,
2021,Sweden,34,4.826465117,0.931,4.71338788,2.269192986,2.236455974,,,
2022,Sweden,34,4.432624987,0.932,4.680071769,2.244039848,1.885219454,,,
1990,Switzerland,35,3.685804592,0.895,4.737107207,2.796475363,1.793424749,,,
1991,Switzerland,35,3.744703519,0.904,4.727473586,2.780329472,1.957273908,,,
1992,Switzerland,35,3.754933787,0.904,4.722495551,2.791564528,2.105352923,,,
1993,Switzerland,35,3.843163675,0.904,4.717992859,2.797761239,2.122261539,,,
1994,Switzerland,35,3.894253105,0.904,4.720010542,2.811963782,2.095560924,,,
1995,Switzerland,35,3.834389123,0.911,4.719191776,2.846429429,2.005525859,,,
1996,Switzerland,35,3.69597762,0.911,4.719315622,2.845508027,2.018895042,,,
1997,Switzerland,35,3.776331709,0.911,4.727980941,2.834757916,1.850028377,,,
1998,Switzerland,35,3.762538386,0.916,4.739654054,2.828760171,1.822935087,,,
1999,Switzerland,35,3.906354462,0.918,4.744744493,2.784141003,1.788420568,,,
2000,Switzerland,35,3.855895328,0.93,4.759164905,2.669612461,1.642872689,,,
2001,Switzerland,35,3.892037037,0.93,4.763399164,2.637452777,1.736951233,,,
2002,Switzerland,35,3.800325477,0.932,4.759603036,2.611471478,1.761300262,,,
2003,Switzerland,35,3.799108932,0.933,4.756240119,2.579865156,1.558144618,,,
2004,Switzerland,35,3.776331709,0.933,4.764832385,2.556487397,1.663926098,,,
2005,Switzerland,35,3.744703519,0.933,4.773830823,2.518083835,1.814824742,,,
2006,Switzerland,35,3.712042222,0.933,4.788446047,2.485756219,1.811562097,,,
2007,Switzerland,35,3.850706502,0.936,4.801248832,2.468914468,1.964311234,,,
2008,Switzerland,35,3.850706502,0.936,4.807757462,2.462675469,2.00148,,,
2009,Switzerland,35,3.846652051,0.935,4.792237277,2.506323129,2.262804223,,,
2010,Switzerland,35,3.906354462,0.935,4.80157609,2.590024476,2.32238772,,,
2011,Switzerland,35,3.851861903,0.935,4.804551101,2.613878847,2.312535424,,,
2012,Switzerland,35,3.988707659,0.935,4.805031104,2.624721644,2.242835089,,,
2013,Switzerland,35,3.965788397,0.935,4.807751445,2.624164842,2.145931283,,,
2014,Switzerland,35,4.004196352,0.936,4.812540104,2.613856198,2.1690537,,,
2015,Switzerland,35,4.054472769,0.938,4.814680475,2.646457629,1.990610328,,,
2016,Switzerland,35,4.051639905,0.937,4.818830712,2.706031213,2.063058062,,,
2017,Switzerland,35,4.058707073,0.937,4.820656803,2.678317853,2.020222182,,,
2018,Switzerland,35,4.068052935,0.937,4.82970584,2.679708715,2.037316615,,,
2019,Switzerland,35,4.111290614,0.941,4.831539291,2.688168648,2.061786606,,,
2020,Switzerland,35,4.17010566,0.943,4.817924423,2.696941066,1.688803468,,,
2021,Switzerland,35,4.192942443,0.943,4.832689618,2.696599375,1.688803468,,,
2022,Switzerland,35,3.986176765,0.942,4.814882947,2.658736525,1.669384657,,,
1990,Türkiye,36,3.932792474,0.526,4.087210499,2.925375459,1.75808203,,,
1991,Türkiye,36,3.947067102,0.557,4.083910565,3.017135237,1.639404399,,,
1992,Türkiye,36,3.940219564,0.557,4.10199782,3.176212566,1.931521412,,,
1993,Türkiye,36,3.936512914,0.557,4.128582771,3.184551108,1.834180185,,,
1994,Türkiye,36,3.925846146,0.557,4.097343396,3.238557719,1.337629189,,,
1995,Türkiye,36,3.872999508,0.554,4.120771622,3.023274498,3.061988069,,,
1996,Türkiye,36,3.826721731,0.553,4.143577768,3.155966013,2.407845604,,,
1997,Türkiye,36,3.778819272,0.553,4.168629755,3.063524048,2.00148,,,
1998,Türkiye,36,3.785628336,0.553,4.175678193,2.975624951,2.224623552,,,
1999,Türkiye,36,3.730463796,0.572,4.155057149,3.028221825,1.432700734,,,
2000,Türkiye,36,3.583242551,0.587,4.178012664,3.003970708,2.024193067,,,
2001,Türkiye,36,3.591516385,0.589,4.146270709,3.238019288,2.443216223,,,
2002,Türkiye,36,3.604909442,0.599,4.167869749,3.228946514,2.098017927,,,
2003,Türkiye,36,3.54474665,0.615,4.187023818,3.050805639,1.677096561,,,
2004,Türkiye,36,3.592265168,0.62,4.222412619,2.930376243,1.997417706,,,
2005,Türkiye,36,3.489894191,0.62,4.254466382,2.848251696,2.099244169,,,
2006,Türkiye,36,3.409644165,0.613,4.278216115,2.760605319,1.640936579,,,
2007,Türkiye,36,3.258633205,0.647,4.294210865,2.668679937,1.960094784,,,
2008,Türkiye,36,3.247072383,0.641,4.292239674,2.861054893,2.149433913,,,
2009,Türkiye,36,3.311544834,0.641,4.26477628,2.983712646,2.002830439,,,
2010,Türkiye,36,3.397895273,0.637,4.293315476,2.956936388,1.726331664,,,
2011,Türkiye,36,3.299580584,0.661,4.333046249,2.908208135,2.119863456,,,
2012,Türkiye,36,3.33408376,0.662,4.347823757,2.966364137,1.864080131,,,
2013,Türkiye,36,3.431857429,0.638,4.377618561,2.961575193,2.060513532,,,
2014,Türkiye,36,3.315501318,0.643,4.392699415,2.896928089,2.303584593,,,
2015,Türkiye,36,3.498151877,0.633,4.412557308,2.882184369,2.269028309,,,
2016,Türkiye,36,3.528125769,0.587,4.42091163,2.843050074,2.211565695,,,
2017,Türkiye,36,3.491551193,0.574,4.446696348,2.698179358,2.17702187,,,
2018,Türkiye,36,3.583997552,0.578,4.453570127,2.729656774,1.965712776,,,
2019,Türkiye,36,3.768204124,0.57,4.450751029,2.893101744,1.769854634,,,
2020,Türkiye,36,3.796671393,0.585,4.454881431,2.950636239,1.596291881,,,
2021,Türkiye,36,3.72392355,0.582,4.497631283,2.95120249,1.60360091,,,
2022,Türkiye,36,3.848130933,0.574,4.456754932,2.956550114,1.627120647,,,
1990,United Kingdom,37,0.306852819,0.821,4.475580979,2.639861186,1.885553349,,,
1991,United Kingdom,37,0.266030825,0.797,4.469239819,2.645079282,1.940179474,,,
1992,United Kingdom,37,0.553712897,0.791,4.469876631,2.661093156,1.827769907,,,
1993,United Kingdom,37,0.53796454,0.791,4.479582939,2.652955983,1.846878768,,,
1994,United Kingdom,37,0.801549061,0.798,4.494858638,2.643338169,1.850028377,,,
1995,United Kingdom,37,0.837481071,0.798,4.503843095,2.616078744,1.83736998,,,
1996,United Kingdom,37,0.764277666,0.798,4.511006672,2.576748675,1.795087259,,,
1997,United Kingdom,37,0.883466184,0.856,4.52910541,2.500444877,1.660131027,,,
1998,United Kingdom,37,0.938124596,0.856,4.541410236,2.458013763,1.745715531,,,
1999,United Kingdom,37,0.959178005,0.879,4.552753728,2.435018855,1.822935087,,,
2000,United Kingdom,37,1.019802627,0.878,4.56868411,2.385088309,1.738710248,,,
2001,United Kingdom,37,1.019802627,0.872,4.576283517,2.362930821,1.786746927,,,
2002,United Kingdom,37,1.131028262,0.872,4.582054154,2.343603495,1.806648082,,,
2003,United Kingdom,37,1.182321557,0.872,4.593432063,2.342801396,1.902107526,,,
2004,United Kingdom,37,1.378436436,0.875,4.601220014,2.394169549,1.961502244,,,
2005,United Kingdom,37,1.559615788,0.902,4.60931603,2.524227477,1.989243274,,,
2006,United Kingdom,37,1.652325186,0.906,4.615634153,2.710186514,2.125847914,,,
2007,United Kingdom,37,1.765467842,0.906,4.623128085,2.725637265,2.196112848,,,
2008,United Kingdom,37,1.936093359,0.906,4.618897332,2.859419171,2.32630162,,,
2009,United Kingdom,37,2.118414916,0.906,4.595796046,2.896929096,2.451866796,,,
2010,United Kingdom,37,2.184789985,0.902,4.6027568,2.807017581,2.518502599,,,
2011,United Kingdom,37,2.381281819,0.904,4.603746228,2.827833499,2.584751985,,,
2012,United Kingdom,37,2.420695788,0.916,4.60711979,2.856878192,2.577941516,,,
2013,United Kingdom,37,2.615419984,0.909,4.612229619,2.893458119,2.532902848,,,
2014,United Kingdom,37,2.845300236,0.91,4.622593839,2.926205975,2.49732917,,,
2015,United Kingdom,37,3.024193067,0.915,4.629427236,2.91637587,2.526528324,,,
2016,United Kingdom,37,3.074429,0.915,4.635156294,2.889192052,2.472327868,,,
2017,United Kingdom,37,3.201659174,0.929,4.643054325,2.910378066,2.416806237,,,
2018,United Kingdom,37,3.333114298,0.923,4.647804735,2.951685127,2.461296784,,,
2019,United Kingdom,37,3.453587967,0.89,4.652361718,2.961253733,2.427454075,,,
2020,United Kingdom,37,3.612273246,0.915,4.599755711,2.647568311,2.141288945,,,
2021,United Kingdom,37,3.532902848,0.926,4.629523765,2.660472937,2.169007985,,,
2022,United Kingdom,37,3.309908213,0.921,4.613684096,2.659531539,2.169499315,,,
1990,United States,38,2.613429934,0.852,4.594431447,2.443963556,1.885553349,,,
1991,United States,38,2.637053079,0.852,4.588157598,2.41943051,1.922787732,,,
1992,United States,38,2.663926098,0.871,4.597168339,2.397028767,1.968509981,,,
1993,United States,38,2.615419984,0.882,4.603231873,2.383013222,1.997417706,,,
1994,United States,38,2.591273942,0.883,4.615059308,2.347468217,1.954445052,,,
1995,United States,38,2.623340818,0.883,4.621390571,2.319059857,1.865629318,,,
1996,United States,38,2.652497402,0.885,4.632420644,2.286862803,1.819698838,,,
1997,United States,38,2.60341984,0.885,4.646105107,2.259669066,1.764730797,,,
1998,United States,38,2.58514522,0.889,4.660065184,2.232114687,1.766441661,,,
1999,United States,38,2.54329811,0.891,4.675416462,2.156401552,1.774952351,,,
2000,United States,38,2.501852702,0.888,4.68793943,2.181819649,1.805004696,,,
2001,United States,38,2.386294361,0.887,4.68776593,2.218530707,1.853168097,,,
2002,United States,38,2.398716881,0.887,4.691040272,2.210468436,1.947337701,,,
2003,United States,38,2.458615023,0.889,4.699284667,2.22607633,1.913977102,,,
2004,United States,38,2.481604541,0.896,4.711682488,2.230310465,1.972691172,,,
2005,United States,38,2.512927012,0.896,4.722549523,2.264325389,2.039920784,,,
2006,United States,38,2.562346305,0.9,4.730282307,2.320573783,2.128231706,,,
2007,United States,38,2.541159072,0.9,4.73479679,2.321946343,2.292534757,,,
2008,United States,38,2.623340818,0.902,4.731219337,2.344822807,2.45530618,,,
2009,United States,38,2.693779061,0.906,4.715971522,2.37396323,2.542389085,,,
2010,United States,38,2.736951233,0.899,4.723976431,2.364188154,2.543175558,,,
2011,United States,38,2.822935087,0.896,4.727499533,2.338579766,2.530517161,,,
2012,United States,38,2.860974538,0.897,4.734107206,2.319394764,2.547881449,,,
2013,United States,38,2.913977102,0.903,4.739024582,2.327932116,2.474014209,,,
2014,United States,38,2.931521412,0.903,4.745663268,2.351499772,2.433613355,,,
2015,United States,38,2.922787732,0.899,4.754063351,2.350733817,2.440606391,,,
2016,United States,38,2.969905655,0.902,4.758098152,2.333367431,2.443216223,,,
2017,United States,38,3.020222182,0.886,4.764979618,2.333373395,2.402430428,,,
2018,United States,38,3.051556338,0.895,4.775300252,2.30664506,2.316487998,,,
2019,United States,38,3.066862759,0.889,4.783174453,2.29598076,2.179286877,,,
2020,United States,38,3.131796772,0.902,4.766810149,2.281407018,1.986133107,,,
2021,United States,38,2.079441542,0.9,4.791378532,2.281343372,1.984127612,,,
2022,United States,38,1.936451269,0.902,4.751906838,2.282450752,1.988600112,,,
